Date,Open,High,Low,Close
2022-03-09,17.68340257338003,17.971226925601396,17.616017355336904,17.962562561035156
2022-03-10,17.808543460457905,18.232098521722218,17.770037620315918,18.17145347595215
2022-03-11,18.270605913984124,18.270605913984124,17.993370056152344,17.993370056152344
2022-03-14,17.69302904431033,17.69302904431033,17.616019194565876,17.64586067199707
2022-03-15,17.587141432994997,17.7219082093819,17.587141432994997,17.674739837646484
2022-03-16,17.674739837646484,17.674739837646484,17.674739837646484,17.674739837646484
2022-03-17,18.020322333894708,18.530513763427734,18.020322333894708,18.530513763427734
2022-03-18,18.559389874779264,19.05032829526391,18.559389874779264,18.925186157226562
2022-03-21,19.502765046362494,19.502765046362494,18.99257359773048,19.127342224121094
2022-03-22,19.271735458341535,19.339118853444997,19.25248253515203,19.30350112915039
2022-03-23,19.348743006382943,19.49313624095588,19.306386947631836,19.306386947631836
2022-03-24,19.676035391871057,19.676035391871057,19.165844002649855,19.38724708557129
2022-03-25,19.54126797395127,19.54126797395127,19.28136086929452,19.47388458251953
2022-03-28,19.37762221994008,19.37762221994008,19.069582803381866,19.2043514251709
2022-03-29,19.223601536095977,19.365108489990234,19.174508972962958,19.365108489990234
2022-03-30,19.379545123903466,19.396872016982446,19.08883265006004,19.20819854736328
2022-03-31,19.242857567203934,19.2524840295459,19.175474166870117,19.175474166870117
2022-04-01,19.146590860186674,19.185096701671693,18.992571166365753,19.049365997314453
2022-04-04,19.19375905784187,19.37762022633935,19.011823915825126,19.29964828491211
2022-04-05,19.30061227216603,19.30061227216603,18.910750690752053,18.982946395874023
2022-04-06,18.867429677891007,18.867429677891007,18.617147232014045,18.646026611328125
2022-04-07,18.65180217160705,18.687419891357422,18.559391456995165,18.687419891357422
2022-04-08,18.876095438931856,18.924227746031203,18.763469696044922,18.763469696044922
2022-04-11,18.88668413007053,18.93000228452715,18.820262837499747,18.92037582397461
2022-04-12,19.24285526722035,19.286173424551666,18.992572784423828,18.992572784423828
2022-04-13,19.069581195052475,19.165843963623047,18.98294488694492,19.165843963623047
2022-04-14,19.23034303875049,19.30061456159825,19.223604698697415,19.26114845275879
2022-04-18,19.26210901445189,19.276547788827386,19.02626529531318,19.127342224121094
2022-04-19,19.156214890432786,19.252477645874023,19.156214890432786,19.252477645874023
2022-04-20,19.358371280213873,19.358371280213873,19.0888358706521,19.18509864807129
2022-04-21,19.17547078624584,19.185097246890667,18.589233470634966,18.665279388427734
2022-04-22,18.511258698640404,18.511258698640404,18.058826088926644,18.09733009338379
2022-04-25,17.808542535529796,17.808542535529796,17.3849874962638,17.770036697387695
2022-04-26,17.490879878163234,17.61602020263672,17.327233708584213,17.61602020263672
2022-04-27,17.4234974231948,17.75078977997098,17.4234974231948,17.510133743286133
2022-04-28,17.490878269413194,17.582326889038086,17.153959499967385,17.582326889038086
2022-04-29,17.717094935580203,17.717094935580203,17.237707138061523,17.237707138061523
2022-05-02,17.433119457635172,17.433119457635172,16.990311507840435,17.351295471191406
2022-05-03,17.567889121306255,17.642972946166992,17.48125280889175,17.642972946166992
2022-05-04,17.61505593833001,18.111770629882812,17.61505593833001,18.111770629882812
2022-05-05,17.85667619805907,17.85667619805907,17.378252273345726,17.489917755126953
2022-05-06,16.998976876196966,17.090425491333008,16.961434967756656,17.090425491333008
2022-05-09,17.182838469331063,17.182838469331063,16.133578180636224,16.258718490600586
2022-05-10,16.480122229492135,16.480122229492135,16.095071194718766,16.21251106262207
2022-05-11,16.311664118594106,16.389636063867364,15.96223258972168,15.96223258972168
2022-05-12,15.787034030950444,16.162458658451705,15.787034030950444,15.96800708770752
2022-05-13,16.557134052559302,16.800676345825195,16.557134052559302,16.800676345825195
2022-05-16,16.884429666549043,17.04133568085654,16.884429666549043,16.953737258911133
2022-05-17,17.03844762132831,17.346487045288086,17.03844762132831,17.346487045288086
2022-05-18,17.134706631897853,17.134706631897853,16.663021087646484,16.663021087646484
2022-05-19,16.65339373258515,16.723665237426758,16.509000506152464,16.723665237426758
2022-05-20,16.566758276682208,16.566758276682208,16.018062886543852,16.351131439208984
2022-05-23,16.720777989851733,16.86517120797652,16.661095043520028,16.798749923706055
2022-05-24,16.768911346088768,16.778537807100573,16.133579607787173,16.27604866027832
2022-05-25,16.49937567721991,16.86517384547216,16.49937567721991,16.802602767944336
2022-05-26,17.149149566383954,17.149149566383954,17.031709671020508,17.031709671020508
2022-05-27,17.317605901897107,17.50820541381836,17.202092047674316,17.50820541381836
2022-05-31,17.53900992816476,17.693029632776327,17.397504806518555,17.397504806518555
2022-06-01,17.664151207164824,17.664151207164824,16.951809649750007,17.046146392822266
2022-06-02,17.12508202318464,17.5293823448613,17.12508202318464,17.482213973999023
2022-06-03,17.1058292388916,17.1058292388916,17.019192930395054,17.1058292388916
2022-06-06,17.33685940181346,17.33685940181346,17.101015701139644,17.164548873901367
2022-06-07,16.980688262182323,17.192466735839844,16.932557792383648,17.192466735839844
2022-06-08,17.28487936169156,17.28487936169156,17.061552047729492,17.061552047729492
2022-06-09,16.720782718750154,16.720782718750154,16.55713653564453,16.55713653564453
2022-06-10,16.26834645820806,16.364609232671008,15.96993350982666,15.96993350982666
2022-06-13,15.67151969184475,15.864043394027945,15.219086145821851,15.50787353515625
2022-06-14,15.507874416315294,15.66189412123711,15.507874416315294,15.517500877380371
2022-06-15,15.719649280553284,16.07582095559512,15.719649280553284,16.02576446533203
2022-06-16,15.796660684090568,15.796660684090568,15.344227118659616,15.536751747131348
2022-06-17,15.421237888078151,15.815913605952664,15.401984966216057,15.536751747131348
2022-06-21,15.56563035770727,15.748529434204102,15.56563035770727,15.748529434204102
2022-06-22,15.902549841087888,15.902549841087888,15.641678810119629,15.641678810119629
2022-06-23,15.575257573442316,15.575257573442316,15.450115417538298,15.516536712646484
2022-06-24,15.849605560302734,15.849605560302734,15.849605560302734,15.849605560302734
2022-06-27,15.88329570327324,15.88329570327324,15.806285858154297,15.806285858154297
2022-06-28,15.767781573291979,15.767781573291979,15.573331832885744,15.573331832885742
2022-06-29,15.31248786879433,15.32697859223302,15.300894737243652,15.300894737243652
2022-06-30,15.302827355249548,15.428418850722295,15.262251853942871,15.262251853942871
2022-07-01,15.32118391808271,15.631298143028205,15.302828201524168,15.543384552001953
2022-07-05,15.264184050976292,15.588788986206055,15.235201681354491,15.588788986206055
2022-07-06,15.322148898203091,15.711483001708984,15.322148898203091,15.711483001708984
2022-07-07,16.037053086735813,16.230269483765344,15.863157039543248,16.157814025878906
2022-07-08,16.022562724731927,16.384845591988746,15.989717204158742,16.13945960998535
2022-07-11,15.940446816937097,15.940446816937097,15.75399112701416,15.75399112701416
2022-07-12,15.737567668574611,15.737567668574611,15.457401384009831,15.588788986206055
2022-07-13,15.389776687519152,15.592654211229405,15.389776687519152,15.526961326599121
2022-07-14,15.254522156852374,15.264183253332432,14.984017904740867,15.186896324157715
2022-07-15,15.231335807936892,15.602313250149992,15.231335807936892,15.525026321411133
2022-07-18,15.843836055265605,15.981020684230867,15.669939994812012,15.669939994812012
2022-07-19,16.404167696681654,16.587724864359277,16.404167696681654,16.468896865844727
2022-07-20,16.693995016919974,16.800263403889293,16.47179346016754,16.719112396240234
2022-07-21,16.877549141588098,16.877549141588098,16.616706898777934,16.73070526123047
2022-07-22,16.935517350554694,16.935517350554694,16.14332392116936,16.19162940979004
2022-07-25,16.210951544902233,16.3365421295166,16.08535911762189,16.3365421295166
2022-07-26,16.46213468044551,16.46213468044551,15.882481713462811,16.046716690063477
2022-07-27,15.969428160596564,16.452471944542022,15.969428160596564,16.375185012817383
2022-07-28,16.278577522275377,16.428319931030273,16.278577522275377,16.428319931030273
2022-07-29,16.500774719694387,16.63602638244629,16.500774719694387,16.63602638244629
2022-08-01,16.616708299111988,16.761621077922218,16.616708299111988,16.714282989501953
2022-08-02,16.558741567719874,16.587724860293218,16.315288543701172,16.315288543701172
2022-08-03,16.38967584457739,16.597384820454568,16.38967584457739,16.51526641845703
2022-08-04,16.51043670587841,16.529758899503182,16.44087791442871,16.44087791442871
2022-08-05,16.911362603051973,17.244664003881667,16.911362603051973,17.128732681274414
2022-08-08,17.389577688759754,17.861029301910694,17.389577688759754,17.499711990356445
2022-08-09,17.40889944922102,17.40889944922102,16.92585563659668,16.92585563659668
2022-08-10,17.341271349791317,17.51516555182906,17.341271349791317,17.413726806640625
2022-08-11,17.65042133852927,18.143126248051345,17.597286224365234,17.597286224365234
2022-08-12,17.689065037645832,17.882283312162734,17.563474449076068,17.778911590576172
2022-08-15,17.766350584678168,17.766350584678168,17.582795265224526,17.6987247467041
2022-08-16,17.582794094201844,17.99821019161361,17.582794094201844,17.969228744506836
2022-08-17,17.776011406884628,17.776011406884628,17.418560028076172,17.418560028076172
2022-08-18,17.737366886950323,17.737366886950323,17.31228787586174,17.37025260925293
2022-08-19,17.466862580143,17.466862580143,16.60704526260986,16.867887496948242
2022-08-22,16.54714808558687,16.626366130938454,16.239931472965672,16.326879501342773
2022-08-23,16.54907842786079,16.54907842786079,16.423487860874076,16.539419174194336
2022-08-24,16.645688612040125,16.87754941082894,16.645688612040125,16.848567962646484
2022-08-25,17.099750059989308,17.39923667907715,17.099750059989308,17.39923667907715
2022-08-26,16.87754941082894,16.92585489557609,16.578062776059948,16.848567962646484
2022-08-29,16.597385030334763,16.80992363599787,16.55874064239647,16.607046127319336
2022-08-30,16.616709427154536,16.616709427154536,16.085360078557883,16.31239128112793
2022-08-31,16.404167329041858,16.404167329041858,16.22834014892578,16.22834014892578
2022-09-01,16.17230450209759,16.17230450209759,15.785869871270686,16.009035110473633
2022-09-02,16.133664544483622,16.133664544483622,15.92112408148688,15.930785179138184
2022-09-06,15.467063605714008,15.737568812964223,15.467063605714008,15.55111312866211
2022-09-07,15.467063802047926,15.805194854736328,15.467063802047926,15.805194854736328
2022-09-08,15.805194217192307,15.867988586425781,15.525027919999562,15.867988586425781
2022-09-09,16.181964119419934,16.34619905284604,16.104677200317383,16.104677200317383
2022-09-12,16.491115684933035,16.491115684933035,16.201290130615234,16.201290130615234
2022-09-13,15.810023979401896,15.892142386842345,15.554011344909668,15.554011344909668
2022-09-14,15.64095856794802,15.64095856794802,15.637094497680664,15.637094497680664
2022-09-15,15.525026063430163,15.590720780966118,15.264182913604186,15.383011817932129
2022-09-16,15.264183583289022,15.44773981371358,15.014932632446289,15.014932632446289
2022-09-19,15.08352499208883,15.17723560333252,14.935713713350355,15.17723560333252
2022-09-20,14.95503424459752,14.95503424459752,14.78113911893133,14.873883247375488
2022-09-21,14.887409860452651,14.887409860452651,14.607244491577148,14.607244491577148
2022-09-22,14.63622624574334,14.71351317726061,14.443008916950163,14.507737159729004
2022-09-23,14.288435085691843,14.288435085691843,13.902000427246094,13.902000427246094
2022-09-26,13.911661653508753,13.911661653508753,13.798629760742188,13.798629760742188
2022-09-27,13.982184981223142,14.07589559339932,13.91069507598877,13.91069507598877
2022-09-28,14.272977360564617,14.491312980651855,14.272977360564617,14.491312980651855
2022-09-29,13.91165998144186,13.91165998144186,13.67979919672883,13.811186790466309
2022-09-30,14.013099928270423,14.013099928270423,13.863356617009218,13.920355796813965
2022-10-03,13.887508740369304,13.998608589172363,13.882678191986619,13.998608589172363
2022-10-04,14.800461343228863,14.829444633817122,14.696124076843262,14.696124076843262
2022-10-05,14.510636547572078,14.514500617980957,14.510636547572078,14.514500617980957
2022-10-06,14.394704432737253,14.60724395623258,14.394704432737253,14.500974655151367
2022-10-07,14.182165291795101,14.191825466920655,13.969625776374139,14.096182823181152
2022-10-10,14.187962032822718,14.201487199937604,14.042082786560059,14.042082786560059
2022-10-11,14.056575116736916,14.056575116736916,13.834374484072082,13.972525596618652
2022-10-12,14.046913329052725,14.095217892156674,13.892339464186419,13.960931777954102
2022-10-13,13.959965109545553,14.462331084849865,13.959965109545553,14.143522262573242
2022-10-14,14.375383031885308,14.375383031885308,13.525225866838378,13.601547241210938
2022-10-17,13.901998831962253,14.085555043327293,13.805389717770465,13.931946754455566
2022-10-18,14.008270471785378,14.153183246063772,13.979288101196289,13.979288101196289
2022-10-19,13.77640819325047,14.075894807132999,13.77640819325047,13.824712753295898
2022-10-20,13.766748697620574,13.911661473272872,13.766748697620574,13.83630657196045
2022-10-21,13.882677983704184,14.075895309448242,13.834373421934949,14.075895309448242
2022-10-24,14.027591509860985,14.027591509860985,13.679799406134693,13.911660194396973
2022-10-25,13.853695362822691,14.40436496149571,13.853695362822691,14.39470386505127
2022-10-26,14.558939182056891,14.732835237058532,14.558939182056891,14.578261375427246
2022-10-27,14.694192145182651,14.694192145182651,14.510635910162652,14.616905212402344
2022-10-28,14.52995639805319,14.732834815979004,14.278773419414973,14.732834815979004
2022-10-31,14.829444472325601,14.887409210205078,14.58019351971174,14.887409210205078
2022-11-01,14.452671111065126,14.993680594095924,14.452671111065126,14.906732559204102
2022-11-02,14.83813922078578,15.032323029181237,14.471991389665442,14.557973861694336
2022-11-03,14.20148695892238,14.240130424499512,14.153182396617744,14.240130424499512
2022-11-04,14.58792348944736,14.58792348944736,14.172505516343127,14.385045051574707
2022-11-07,14.298095329689625,14.336738793229346,14.259451866149902,14.259451866149902
